SapNo;SapNoZw
4664601;2412414
3915917;2412414
4664585;2412414
2903027;2412414
3576907;2412414
4166742;2412414
4664070;2412414
4269035;2412414
2412433;2412414
4664074;2412414
2412436;2412414
4269040;2412414
4269163;2412414
4664076;2412414
3915916;2412414
4664094;2412414
2412434;2412414
3998719;2412414
4166110;2412414
2412416;2412414
2412413;2412414
3576911;2412414
3915915;2412414
4664603;2412414
2412431;2412414
4664082;2412414
4664593;2412414
2707299;2412414
4269161;2412414
2707297;2412414
3006033;2412414
3915919;2412414
4663500;2412414
3576901;2412414
3915920;2412414
4269164;2412414
4664586;2412414
4664592;2412414
4664081;2412414
4661552;2412414
3576727;2412414
3006038;2412414
3006025;2412414
3126942;2412414
3915924;2412414
3998731;2412414
3126941;2412414
3006036;2412414
3126943;2412414
3915921;2412414
3915923;2412414
3915912;2412431
3126808;2412431
4664092;2412431
4269166;2412431
4663600;2412431
2412437;2412431
3006035;2412431
4269165;2412431
3915911;2412431
3915913;2412431
3915922;2412431
3915925;2412431
3576903;2412431
3576905;2412431
3915914;2412431
4269036;2412431
4664588;2412431
2412435;2412431
4664075;2412431
4664584;2412431
4664601;2412431
2412415;2412431
3915926;2412431
4205240;2412431
4268941;2412431
4664602;2412431
4166741;2412431
3576909;2412431
3915917;2412431
4664585;2412431
2903027;2412431
3576907;2412431
4166742;2412431
4664070;2412431
2412433;2412431
4269163;2412431
4664076;2412431
4269035;2412431
3998719;2412431
4166110;2412431
4664074;2412431
2412436;2412431
4269040;2412431
2412413;2412431
3576911;2412431
3915915;2412431
3915916;2412431
4664094;2412431
2412434;2412431
4664082;2412431
4664593;2412431
2412416;2412431
4269161;2412431
4663500;2412431
4664603;2412431
2707297;2412431
3006033;2412431
3915919;2412431
3576901;2412431
3915920;2412431
4269164;2412431
4664586;2412431
4664592;2412431
2707299;2412431
3576727;2412431
3006038;2412431
3998731;2412431
4664081;2412431
4661552;2412431
3915923;2412431
3006025;2412431
2412414;2412431
3126942;2412431
3915924;2412431
3006036;2412431
3126943;2412431
3915921;2412431
3915918;2412431
3576729;2412431
1995388;2013973
1992062;2013973
1992060;2013973
1992063;2013973
1995389;2013973
1995386;2013973
1995385;2013973
1992059;2013973
1992061;2013973
1995387;2013973
3077081;2018204
2226648;2022462
2056892;2022462
2078223;2022462
1888480;2022462
1876922;2022462
2928408;2022462
1876924;2022462
1992067;2022462
2006019;2022462
2005582;2022462
2162143;2022462
2092373;2022462
2092375;2022462
2162092;2022462
1876932;2022462
1886294;2022462
2162091;2022462
2274316;2022462
2228964;2022462
1894354;2022462
2092376;2022462
2092377;2022462
1992065;2022462
2981482;2022462
2909579;2022462
2162767;2022462
2195498;2022462
2162142;2022462
2909576;2022462
2162093;2022462
1886291;2022462
2162144;2022462
2092378;2022462
2092371;2022462
2005584;2022462
2092374;2022462
2516038;2022462
2092372;2022462
2224703;2022462
2051492;2022462
2252787;2022462
2909580;2022462
2092370;2022462
1901118;2022462
2909578;2022462
1995835;2043447
1995388;2043447
1992062;2043447
1992060;2043447
1995833;2043447
1995386;2043447
1992064;2043447
1995389;2043447
1995387;2043447
1992058;2043447
1992063;2043447
1992057;2043447
1995385;2043447
1995832;2043447
1995836;2043447
1992059;2043447
1992061;2043447
1423588;2052246
1902157;2052246
4149581;2053928
4694002;2053928
4694006;2053928
4882075;2053928
3332609;2053928
4370292;2053928
4561035;2053928
4639777;2053928
5049410;2053928
4328325;2053928
4772291;2053928
4842949;2053928
4882073;2053928
4772277;2053928
4963228;2053928
4965863;2053928
5049479;2053928
5049490;2053928
4573208;2053928
4639740;2053928
3647205;2053928
4370296;2053928
4639771;2053928
4798057;2053928
4842950;2053928
4963215;2053928
4308407;2053928
4676594;2053928
4792343;2053928
4842948;2053928
4842954;2053928
4639783;2053928
5049474;2053928
5049487;2053928
4693994;2053928
4639752;2053928
4639786;2053928
4694272;2053928
4772292;2053928
4792324;2053928
4639739;2053928
4798053;2053928
4842961;2053928
4963211;2053928
3946603;2053928
4149573;2053928
4149582;2053928
4733757;2053928
4798055;2053928
4963213;2053928
4986380;2053928
4141729;2053928
4639776;2053928
4986385;2053928
3946555;2053928
4149571;2053928
4798058;2053928
4370293;2053928
4639730;2053928
4986379;2053928
4754204;2053928
4882079;2053928
4913513;2053928
4639729;2053928
4772278;2053928
4639785;2053928
4772297;2053928
4792345;2053928
4534014;2053928
4798059;2053928
4963210;2053928
4963209;2053928
4308406;2053928
4370295;2053928
4149572;2053928
4149584;2053928
4283691;2053928
4370294;2053928
4694273;2053928
4772293;2053928
4792344;2053928
5049471;2053928
5049478;2053928
4639732;2053928
4963205;2053928
4053253;2053928
4639751;2053928
4639784;2053928
4308402;2053928
4149587;2053928
4963214;2053928
4963226;2053928
4053245;2053928
4149570;2053928
4639741;2053928
4693995;2053928
4694000;2053928
4149574;2053928
4149583;2053928
4433998;2053928
4764493;2053928
4697473;2053928
4896887;2053928
4963212;2053928
4639731;2053928
4639772;2053928
4680234;2053928
5049486;2053928
4896889;2053928
4986384;2053928
5049488;2053928
4772299;2053928
4963208;2053928
3946567;2053928
4882077;2053928
4896888;2053928
4639743;2053928
4791752;2053928
5049481;2053928
4792342;2053928
4759905;2053928
4772287;2053928
4792335;2053928
4639742;2053928
4842952;2053928
4842953;2053928
4995265;2053928
4674713;2053928
4552660;2053928
4654288;2053928
4842943;2053928
4842955;2053928
4986372;2053928
4842951;2053928
3316553;2056715
820880;2056715
925511;2056715
2241387;2056715
4704924;2056715
1188852;2056715
4704947;2056715
4704949;2056715
1441996;2056715
3316553;2059122
4704949;2059122
1441996;2059122
925511;2059122
4704924;2059122
1188852;2059122
4704947;2059122
820880;2059122
1441996;2067969
4704949;2067969
1188852;2067969
4704947;2067969
4704924;2067969
820880;2067969
3316553;2067969
1204418;2082437
2873050;2083887
2873050;2083929
1734031;2088163
4801468;2322168
2805915;2322168
2029106;2322770
3933841;2322770
925511;2322770
2805196;2322770
4878100;2322770
2241387;2322770
2805198;2322770
2291871;2322770
2387147;2331365
2394832;2331365
2379071;2331365
2354649;2331365
2387221;2331365
2197973;2331516
1807229;2331516
4639781;4218535
4772288;4218535
4963222;4218535
4882077;4218535
4639741;4218535
4639751;4218535
4639784;4218535
4842946;4218535
4963224;4218535
4639753;4218535
4639757;4218535
4639747;4218535
4639762;4218535
4639765;4218535
4639743;4218535
4639772;4218535
4772283;4218535
4772274;4218535
4772300;4218535
4639736;4218535
4639742;4218535
4762733;4218535
4654288;4218535
4233432;4233439
4233432;4233441
4092679;4256171
4092691;4256171
4092677;4256185
4092666;4256185
4092666;4256186
4092677;4256186
4092677;4256187
4092666;4256187
4693483;4364502
4693470;4364502
4775013;4364502
4775015;4364502
4693471;4364502
4862981;4364502
4716132;4364502
4693472;4364502
4693482;4364502
4775014;4364502
4693481;4364502
4562534;4364502
4693480;4364502
4693484;4364502
4364512;4364502
4775020;4364502
4693470;4364505
4775013;4364505
4775020;4364505
4693472;4364505
4775014;4364505
4775015;4364505
4693471;4364505
4364512;4364505
4693471;4364506
4775015;4364506
4775020;4364506
4693472;4364506
4775014;4364506
4364512;4364506
4693470;4364506
4775013;4364506
4510585;4366043
4366366;4366043
4866285;4366813
4866296;4366813
4366930;4366813
4366845;4366813
4366941;4366813
4396654;4366813
4366929;4366813
4681662;4366813
4866282;4366813
4723748;4366813
4366939;4366813
4396657;4366813
4366899;4366813
4366911;4366813
4366928;4366813
4752987;4366813
4366846;4366813
4434039;4366813
4644558;4366813
4777020;4366813
4866285;4366816
4866296;4366816
4366930;4366816
4366929;4366816
4681662;4366816
4396654;4366816
4396657;4366816
4366899;4366816
4366911;4366816
4866282;4366816
4723748;4366816
4366939;4366816
4366846;4366816
4434039;4366816
4644558;4366816
4777020;4366816
4366845;4366816
4366941;4366816
4366928;4366816
4752987;4366816
4366845;4366817
4366941;4366817
4366928;4366817
4366846;4366817
4434039;4366817
4644558;4366817
4396654;4366817
4366929;4366817
4681662;4366817
4366845;4366827
4366941;4366827
4366928;4366827
4366929;4366827
4681662;4366827
4396654;4366827
4366846;4366827
4434039;4366827
4644558;4366827
4366840;4366881
4866320;4366881
4866342;4366881
2289593;820847
2416987;820847
1995835;836487
1995834;836487
2253539;836487
1995833;836487
2253542;836487
1992057;836487
1992064;836487
2253540;836487
2546019;836487
2571498;836487
1992058;836487
2643691;836487
2253243;836487
2904809;836487
1995832;836487
1995836;836487
2507128;836487
1753679;836710
2654006;836710
1753682;836710
1188852;860706
802623;860706
2241387;860706
2029106;860706
2089832;877910
1843353;877910
820880;878870
878871;878873
968637;878873
2029106;898069
3316553;898069
3933841;898069
820880;898069
802623;898069
4704924;898069
2805196;898069
1441996;898069
4878100;898069
2241387;898069
2805198;898069
1188852;898069
4704947;898069
4704949;898069
1442627;899491
3402870;899491
1404668;899491
3402867;899491
1608337;899491
1481994;899491
3535252;899491
1606621;899491
1931510;899491
1188852;899491
1121114;908756
925509;925587
925582;925587
925482;925587
925584;925587
924771;925587
925583;925587
925511;925587
2394832;938332
2387221;938332
2226648;938986
2056892;938986
1888480;938986
1901118;938986
2006019;938986
2928408;938986
1876924;938986
2092373;938986
2092375;938986
2162092;938986
1876932;938986
2162091;938986
2274316;938986
2005582;938986
2162143;938986
1894354;938986
2092376;938986
2092377;938986
2162093;938986
2228964;938986
2162767;938986
2195498;938986
2909576;938986
2162142;938986
2162144;938986
2092378;938986
2909578;938986
2051492;938986
2005584;938986
2092374;938986
2092371;938986
2092370;938986
2092372;938986
2226648;939152
2056892;939152
2078223;939152
1888480;939152
1901118;939152
2092370;939152
2928408;939152
1876924;939152
2006019;939152
2274316;939152
2005582;939152
2162143;939152
2092373;939152
2092375;939152
2162092;939152
1894354;939152
2092376;939152
2092377;939152
2909577;939152
1876932;939152
2162091;939152
2162767;939152
2195498;939152
2909576;939152
2162142;939152
2162093;939152
2228964;939152
2092374;939152
2990424;939152
2092371;939152
4664070;3006025
4664074;3006025
2412436;3006025
2412433;3006025
3915917;3006025
4269040;3006025
4269163;3006025
4664076;3006025
2412434;3006025
3998719;3006025
4166110;3006025
2412416;3006025
2412413;3006025
3576911;3006025
3915915;3006025
3915916;3006025
4664094;3006025
2707297;3006025
3006033;3006025
3915919;3006025
2412431;3006025
4664082;3006025
4664593;3006025
4664592;3006025
2707299;3006025
4269161;3006025
4663500;3006025
4664603;3006025
3576727;3006025
4661552;3006025
3576901;3006025
3915920;3006025
4269164;3006025
4664586;3006025
3126942;3006025
3915924;3006025
3998731;3006025
4664081;3006025
3006038;3006025
3006036;3006025
3126943;3006025
3915921;3006025
3915923;3006025
2412414;3006025
3276564;3222184
3985053;3222478
3980631;3225415
3154327;3227606
3418772;3227606
3149379;3227606
3415755;3227606
3828028;3227606
4693468;3236150
3169735;3238843
3169733;3238843
3169733;3238845
3169735;3238845
3169733;3238846
3169735;3238846
3266843;3246257
3266843;3246332
3255817;3251274
3255819;3251274
3255818;3251274
3255816;3251274
3275555;3251274
3419997;3251274
3154327;3251549
3173133;3251549
3828028;3251549
3418772;3251549
3415755;3251549
3149379;3251549
3165783;3252045
3432804;3255719
3310702;3255719
3304226;3255719
3947768;3255719
3364440;3255719
3419044;3255719
2401746;3255719
3357898;3255719
3844070;3255719
2231706;3255719
3140977;3255719
2210835;3255719
2465446;3255719
2788776;3255719
2998244;3255719
2180792;3255719
2231714;3255719
3382955;3255719
2385681;3255719
2231713;3255719
2269130;3255719
2378086;3255719
2252465;3255719
3007286;3255719
3280709;3255719
3122904;3255719
3546153;3255719
3382950;3255719
3128149;3255719
3110220;3255719
3200581;3255719
3614892;3255719
3620023;3255719
2190565;3255719
4430362;3255719
2896314;3255719
2465447;3255719
2754643;3255719
2256868;3255719
2498196;3255719
4661150;3255719
2180793;3255719
2500366;3255719
3262176;3255719
3262177;3255719
3382949;3255719
2890315;3419997
3097301;3419997
3275555;3419997
2320133;3422340
4084625;3422340
2320134;3422340
2295774;3424625
2617053;3424625
3426097;3426358
4034175;3426358
4034164;3426358
3426098;3426358
3426100;3426358
4034174;3426358
3426095;3426358
4034172;3426358
3426096;3426358
3426099;3426358
3367186;3429257
3451724;3430427
2613240;3448858
2990569;3448858
2548558;3448858
2252996;3448858
2611514;3448858
2218261;3448858
4506681;3448858
3319641;3448858
2613242;3448858
2919753;3448858
3948370;3448858
2700963;3448858
2515611;3448858
3126685;3448858
2942337;3448858
3310466;3448858
2512524;3448858
2718978;3448858
2811999;3448858
4444450;3448858
2638565;3448858
3267214;3448858
3454433;3454434
3617212;3632913
3617211;3632913
3631764;3632923
3617212;3632931
3617211;3632931
3617212;3632939
3617211;3632939
3617212;3632940
3617211;3632940
3639952;3634104
4112243;3634104
4488073;3634104
3639956;3634104
3639952;3634112
4112243;3634112
4488073;3634112
3639956;3634112
5295623;3634113
5077412;3634113
5083096;3634113
3921593;3638650
3921591;3638650
4401458;3638650
4541815;3638650
3753869;3638650
4401457;3638650
3921594;3638650
3367638;3638650
413892;3638650
3921592;3638650
4107061;3638650
3638652;3638650
4541816;3638650
4401456;3638650
4429410;3638650
3776928;3638650
3776930;3638650
3639842;3639844
3358747;3644087
3332609;3644142
4053253;3644142
4053245;3644142
4913513;3645821
3639956;3646579
4112243;3646579
3646927;3646868
3646923;3646868
3646924;3646868
3646922;3646868
3646925;3646868
3646926;3646868
3639953;3647005
3639957;3647005
5320165;3647005
3639954;3647009
3639959;3647009
3639954;3647011
3639959;3647011
3639961;3648169
3639960;3648169
3751519;3649142
4639143;3649142
4716122;3649142
4716123;3649142
5129209;3649142
5406760;3649142
5406772;3649142
4463058;3649142
4965696;3649142
4754321;3649142
4819794;3649142
5410382;3649142
4819776;3649142
5406766;3649142
3620208;3649142
4965698;3649142
5085554;3649142
4882393;3649142
5129356;3649142
4791337;3649142
4791352;3649142
4819797;3649142
4819806;3649142
4882401;3649142
5406758;3649142
4274086;3649142
4565443;3649142
4819783;3649142
4819786;3649142
5085400;3649142
4882400;3649142
3126941;2412431
3915912;2412433
3126808;2412433
3915918;2412433
3576729;2412433
3126941;2412433
3006036;2412433
3006035;2412433
4269165;2412433
4664092;2412433
2412435;2412433
3915911;2412433
3915913;2412433
3915922;2412433
3915925;2412433
2412437;2412433
3915914;2412433
3576903;2412433
3576905;2412433
4269166;2412433
4663600;2412433
4268941;2412433
4664602;2412433
4664075;2412433
4664584;2412433
4269036;2412433
4664588;2412433
4166741;2412433
3576909;2412433
4664601;2412433
2412415;2412433
3915926;2412433
4205240;2412433
3915917;2412433
4664585;2412433
2903027;2412433
3576907;2412433
4166742;2412433
4664070;2412433
4664074;2412433
2412436;2412433
4269040;2412433
4269163;2412433
4664076;2412433
4269035;2412433
3915915;2412433
3915916;2412433
4664094;2412433
2412434;2412433
3998719;2412433
4166110;2412433
2412431;2412433
4664082;2412433
4664593;2412433
2412416;2412433
2412413;2412433
3576911;2412433
4269161;2412433
2707297;2412433
3006033;2412433
3915919;2412433
4663500;2412433
4664603;2412433
3576901;2412433
3915920;2412433
4269164;2412433
4664586;2412433
4664592;2412433
2707299;2412433
3915924;2412433
3998731;2412433
4664081;2412433
4661552;2412433
3576727;2412433
3006038;2412433
3126943;2412433
3915921;2412433
3915923;2412433
3006025;2412433
2412414;2412433
3126942;2412433
3915912;2412434
3126808;2412434
3915918;2412434
3576729;2412434
3915922;2412434
3915925;2412434
2412437;2412434
3006035;2412434
4269165;2412434
4664092;2412434
3576905;2412434
4269166;2412434
4663600;2412434
2412435;2412434
3915911;2412434
3915913;2412434
4664075;2412434
4664584;2412434
3915914;2412434
4269036;2412434
4664588;2412434
3576903;2412434
2412415;2412434
3915926;2412434
4205240;2412434
4268941;2412434
4664602;2412434
4166742;2412434
4664070;2412434
4166741;2412434
3576909;2412434
4664601;2412434
2412433;2412434
3915917;2412434
4664585;2412434
2903027;2412434
3576907;2412434
4269163;2412434
4664076;2412434
4269035;2412434
3998719;2412434
4166110;2412434
4664074;2412434
2412436;2412434
4269040;2412434
2412413;2412434
3576911;2412434
3915915;2412434
3915916;2412434
4664094;2412434
4663500;2412434
4664603;2412434
2412431;2412434
4664082;2412434
4664593;2412434
2412416;2412434
4664592;2412434
2707299;2412434
4269161;2412434
2707297;2412434
3006033;2412434
3915919;2412434
3006038;2412434
3576901;2412434
3915920;2412434
4269164;2412434
4664586;2412434
3126942;2412434
3915924;2412434
3998731;2412434
4664081;2412434
4661552;2412434
3576727;2412434
3006025;2412434
2412414;2412434
3126941;2412434
3006036;2412434
3126943;2412434
3915921;2412434
3915923;2412434
3915912;2412435
3126808;2412435
3915918;2412435
3576729;2412435
3126941;2412435
3006036;2412435
3006035;2412435
4269165;2412435
4664092;2412435
4663600;2412435
3915911;2412435
3915913;2412435
3915922;2412435
3915925;2412435
2412437;2412435
4269036;2412435
4664588;2412435
3576903;2412435
3576905;2412435
4269166;2412435
4205240;2412435
4268941;2412435
4664602;2412435
4664075;2412435
4664584;2412435
3915914;2412435
4664070;2412435
4166741;2412435
3576909;2412435
4664601;2412435
2412415;2412435
3915926;2412435
2412433;2412435
3915917;2412435
4664585;2412435
2903027;2412435
3576907;2412435
4166742;2412435
4664074;2412435
2412436;2412435
4269040;2412435
4269163;2412435
4664076;2412435
4269035;2412435
3915915;2412435
3915916;2412435
4664094;2412435
2412434;2412435
3998719;2412435
4166110;2412435
2412431;2412435
4664082;2412435
4664593;2412435
2412416;2412435
2412413;2412435
3576911;2412435
4269161;2412435
2707297;2412435
3006033;2412435
3915919;2412435
4663500;2412435
4664603;2412435
3576901;2412435
3915920;2412435
4269164;2412435
4664586;2412435
4664592;2412435
2707299;2412435
3915924;2412435
3998731;2412435
4664081;2412435
4661552;2412435
3576727;2412435
3006038;2412435
3126943;2412435
3915921;2412435
3915923;2412435
3006025;2412435
2412414;2412435
3126942;2412435
1433607;2412515
1433610;2412515
1827623;2412515
1433606;2412515
1433609;2412515
1786835;2412515
1433611;2412515
1936065;2420889
4163354;2420889
2663149;2420889
2355570;2420889
2516994;2420889
2365480;2420889
2252787;939152
2162144;939152
2092378;939152
2092372;939152
2909578;939152
2051492;939152
2224703;939152
2005584;939152
1188852;946879
1074725;948989
3128189;948989
3128478;948989
3933119;948989
3633891;948989
2029105;948989
4704949;948989
2181891;948989
2805196;948989
2064049;948989
3141713;948989
3637294;948989
1558736;948989
3357073;948989
3352445;948989
3902787;948989
996196;948989
1838930;948989
3352442;948989
3357075;948989
4704947;948989
867287;948989
955952;948989
4672774;948989
2805198;948989
3024415;948989
4704930;948989
996197;948989
2029120;948989
2058513;948989
2241387;948989
2805195;948989
3128477;948989
3128481;948989
4704948;948989
2029108;948989
3352443;948989
4704928;948989
2805192;948989
2072317;948989
4704924;948989
1075163;948989
3933117;948989
3933841;948989
820880;948989
1204418;948989
1851384;948989
3128471;948989
3633898;948989
1824770;948989
2029102;948989
2241385;948989
1833400;948989
2805194;948989
4704950;948989
739834;948989
2198054;948989
608048;948989
2029107;948989
3128473;948989
3352444;948989
3357077;948989
3637295;948989
1865815;948989
2029109;948989
2123116;948989
3128482;948989
2029103;948989
2805199;948989
3128475;948989
3141711;948989
3633892;948989
2029106;948989
3316553;948989
4704923;948989
918988;948989
994811;948989
2241388;948989
2806827;948989
2029121;948989
2118540;948989
4672773;948989
1347945;948989
1824448;948989
2805196;951921
2805198;951921
2291871;951921
4878100;951921
2241387;951921
3933841;951921
925511;951921
2029106;951921
2711001;952607
3947768;952607
3358954;952607
3479940;952607
3482774;952607
3999577;952607
3197142;952607
4094942;952607
4492056;952607
1753679;952607
2218716;952607
2305654;952607
3350768;952607
3360277;952607
4023580;952607
2783261;952607
3350770;952607
1995389;952607
4024242;952607
2785190;952607
3247052;952607
3350769;952607
3473407;952607
3560585;952607
3104202;952607
4284505;952607
2331365;952607
3350766;952607
1992063;952607
3169429;952607
2310833;952607
3236566;952607
4094941;952607
3351281;952607
3375935;952607
2884010;952607
2313514;952607
2645870;952607
2785192;952607
1995385;952607
2173784;952607
2305655;952607
1992059;952607
1992061;952607
2706351;952607
2785199;952607
1753682;952607
1995387;952607
1995386;952607
3449114;952607
1592069;952607
2789686;952607
3351282;952607
1592070;952607
1992062;952607
2308873;952607
2785201;952607
3339572;952607
4090407;952607
2714867;952607
2174937;952607
2785194;952607
3350767;952607
4024241;952607
4094730;952607
4430362;952607
1995388;952607
4515323;952607
1992060;952607
2783260;952607
3189022;952607
4024243;952607
961659;961660
967204;961660
965368;965371
1372442;965371
5084098;989674
2353489;989674
4680002;989674
5084097;989674
5084099;989674
5084101;989674
5084100;989674
2029102;993999
2873041;1517371
2873041;1517372
2873041;1517930
1650157;1524953
1121114;1529425
1433611;1569656
1433609;1569656
1827623;1569656
1433610;1569656
4974669;1574254
4977184;1574254
2684225;1574254
4977182;1574254
4974668;1574254
4977187;1574254
4977183;1574254
4974665;1574254
4977102;1574254
2108054;1574254
4974670;1574254
4977185;1574254
4974667;1574254
4977101;1574254
3128189;1574311
3637294;1574311
2241387;1574311
1558735;1574311
2416987;1574311
3637295;1574311
3316553;1574311
3633891;1575632
3141711;1575632
3633892;1575632
1347945;1575632
2029106;1575632
2289593;1575632
2029120;1575632
3141713;1575632
820847;1575632
2241387;1575632
2291871;1575632
994812;1575632
2805198;1575632
939076;1575632
994811;1575632
2198054;1575632
3633898;1575632
3933841;1575632
2241385;1575632
4878100;1575632
4818586;1590150
4818587;1590150
4433998;1590150
4564030;1590150
4141729;1590150
4564027;1590150
4573208;1590150
4818585;1590150
4328325;1590150
3633891;1590257
3141711;1590257
3633892;1590257
2029106;1590257
2289593;1590257
994811;1590257
2805198;1590257
939076;1590257
2029120;1590257
3141713;1590257
820847;1590257
2241387;1590257
5085551;3649142
5405379;3649142
4754323;3649142
4819792;3649142
4819799;3649142
4819782;3649142
4397691;3649142
4694274;3649142
4791339;3649142
4791351;3649142
4819800;3649142
4639141;3649142
4639144;3649142
4754331;3649142
4791365;3649142
4791367;3649142
4651843;3649142
4791338;3649142
4819771;3649142
4965700;3649142
5406761;3649142
4791368;3649142
4986378;3649142
4031177;3649142
4754325;3649142
4754327;3649142
4819785;3649142
4819791;3649142
4399346;3649142
3931587;3649142
4819787;3649142
5085552;3649142
5406765;3649142
5406771;3649142
4965704;3649142
4819796;3649142
4965702;3649142
4965694;3649142
5406763;3649142
4986376;3649142
5085394;3649142
5410383;3649142
3720273;3649142
4819789;3649142
4819798;3649142
3729674;3649142
4791360;3649142
4819777;3649142
4882395;3649142
4882397;3649142
4791361;3649142
4819793;3649142
4882399;3649142
5406767;3649142
4565445;3649142
4791359;3649142
5129210;3649142
4819788;3649142
4882396;3649142
4930771;3649142
5085395;3649142
4754329;3649142
5406759;3649142
4498197;3649142
4638090;3649142
4791336;3649142
4791355;3649142
4791357;3649142
5406762;3649142
4397460;3649142
5406764;3649142
5406768;3649142
4819775;3649142
4882402;3649142
3652804;3649142
4791353;3649142
4791366;3649142
4819774;3649142
5085553;3649142
5129331;3649142
4986377;3649142
3986507;3649142
4754328;3649142
5406775;3649142
4659410;3649142
4791354;3649142
4754322;3649142
4754326;3649142
4791356;3649142
4660600;3649142
4819784;3649142
4819795;3649142
4754330;3649142
4819790;3649142
4754324;3649142
3751519;3649148
4639143;3649148
4716130;3649148
5406760;3649148
5410381;3649148
4819794;3649148
5410382;3649148
4414859;3649148
4819776;3649148
5406772;3649148
4882393;3649148
4306662;3649148
4754201;3649148
4791358;3649148
4965696;3649148
4463058;3649148
5406758;3649148
5406766;3649148
4819803;3649148
4965698;3649148
5085554;3649148
3620208;3649148
4819799;3649148
4791337;3649148
4791352;3649148
4819797;3649148
4819806;3649148
4882401;3649148
4819783;3649148
4819786;3649148
5085400;3649148
4274086;3649148
4565443;3649148
4819792;3649148
4882400;3649148
4882403;3649148
5085551;3649148
5405379;3649148
4944116;3649148
4819782;3649148
4651843;3649148
4791339;3649148
4791351;3649148
4819800;3649148
4819802;3649148
4397691;3649148
4694274;3649148
4479916;3649148
4639141;3649148
4639144;3649148
4819780;3649148
4986378;3649148
3931587;3649148
4754331;3649148
4791365;3649148
4791367;3649148
4930726;3649148
4819771;3649148
4965700;3649148
5406761;3649148
4399346;3649148
4754202;3649148
4791368;3649148
4754327;3649148
4819772;3649148
4819785;3649148
4819791;3649148
4031177;3649148
4791338;3649148
4819787;3649148
4930725;3649148
5085552;3649148
5406765;3649148
5406771;3649148
4819796;3649148
4930774;3649148
4965702;3649148
4965694;3649148
5406763;3649148
5406770;3649148
4819804;3649148
4965704;3649148
5406776;3649148
3720273;3649148
4479918;3649148
4819779;3649148
4986376;3649148
5085394;3649148
5410383;3649148
4819789;3649148
4819798;3649148
4819777;3649148
4882395;3649148
4882397;3649148
5085396;3649148
3729674;3649148
4791361;3649148
4882399;3649148
5406767;3649148
4791359;3649148
4565445;3649148
4716129;3649148
4791360;3649148
4498197;3649148
4638090;3649148
2881048;3649148
4397388;3649148
4754329;3649148
4819793;3649148
4791336;3649148
4791355;3649148
4791357;3649148
4819788;3649148
4882396;3649148
4930771;3649148
5406768;3649148
5406773;3649148
4397460;3649148
4819775;3649148
4882402;3649148
5406759;3649148
5085553;3649148
5129331;3649148
5406762;3649148
3652804;3649148
4754206;3649148
5406764;3649148
5085397;3649148
5406775;3649148
3986507;3649148
4791353;3649148
4791366;3649148
4819774;3649148
4754326;3649148
4791356;3649148
4819805;3649148
4986377;3649148
5409380;3649148
4754328;3649148
4819790;3649148
4930727;3649148
4756375;3649148
4659410;3649148
5406769;3649148
4791354;3649148
4050400;3649148
4660600;3649148
4819784;3649148
4819795;3649148
4754330;3649148
4819778;3649148
4639736;3654820
4639742;3654820
4654288;3654820
4842955;3654820
4963202;3654820
5356985;3654820
5356989;3654820
4639763;3654820
1876531;2331516
4167587;2353519
5299124;2353519
4674713;2353519
4792329;2353519
4792335;2353519
5299133;2353519
4792334;2353519
4792333;2353519
5299130;2353519
5299132;2353519
4792328;2353519
5243083;2353519
4792331;2353519
4784438;2353519
4792330;2353519
5299050;2353519
4167592;2353519
5243084;2353519
5299129;2353519
4792332;2353519
5085555;2353519
5299134;2353519
5299131;2353519
4053253;2353519
2387147;2355937
2394832;2355937
2379071;2355937
2387221;2355937
3372177;2364302
3432804;2364302
3372178;2364302
2079179;2364302
2393791;2364302
1996398;2364302
2998244;2364302
1996399;2364302
2364303;2364302
2128837;2364302
2692197;2364302
3140977;2364302
3390853;2364302
3359609;2364302
2566949;2364302
3546153;2364302
2632223;2364302
3962329;2364302
2109925;2364302
2719656;2364302
2426103;2364302
3531580;2364302
2652277;2364302
1996395;2364302
2393794;2364302
2082947;2364302
2668609;2364302
2896314;2364302
3552927;2364302
3357899;2364302
2664184;2369738
3372177;2393794
3432804;2393794
2082947;2393794
3372178;2393794
2998244;2393794
1996399;2393794
2364303;2393794
2079179;2393794
3390853;2393794
3359609;2393794
2393791;2393794
1996398;2393794
3962329;2393794
2364302;2393794
2109925;2393794
2128837;2393794
2692197;2393794
3140977;2393794
3531580;2393794
2652277;2393794
1996395;2393794
2566949;2393794
3546153;2393794
2632223;2393794
2668609;2393794
2896314;2393794
3552927;2393794
3357899;2393794
2719656;2393794
2426103;2393794
2396259;2396259
3152560;2652906
2613512;2652908
2613513;2652908
3152560;2652910
3152570;2652910
3152566;2652910
4799805;2652910
3152564;2652910
3152568;2652910
3070613;2659097
2890315;2659486
3097301;2659486
2675927;2660095
3372177;2668609
3432804;2668609
2082947;2668609
2896314;2668609
3552927;2668609
3372178;2668609
1996399;2668609
2364303;2668609
2079179;2668609
2692197;2668609
3140977;2668609
3359609;2668609
1996398;2668609
2998244;2668609
2393791;2668609
2632223;2668609
3962329;2668609
2364302;2668609
3390853;2668609
2109925;2668609
2128837;2668609
2652277;2668609
1996395;2668609
2393794;2668609
2566949;2668609
3546153;2668609
3357899;2668609
2719656;2668609
2426103;2668609
3531580;2668609
